"measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementRemarks"
"Cr43-02_1_m1","Cr43-02","Mass (PATO:0000125) after 14 days of abstinence","1.0394","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-01_1_m1","Cr43-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.5966","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-02_1_m2","Cr43-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.4428","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m1","Cr43-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-17_1_m1","Cr43-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m2","Cr43-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-03_1_m1","Cr43-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.055","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m3","Cr43-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.1714","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m4","Cr43-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.004180488","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m5","Cr43-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.2714","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m6","Cr43-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.004934545","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m7","Cr43-05","Adult (EFO:0001272) lifespan (APO:0000030)","55","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-05_1_m8","Cr43-05","Reproductive life span (VT:0015036)","41","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-16_1_m1","Cr43-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","217","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-04_1_m1","Cr43-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","217","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-06_1_m1","Cr43-06","Number of hatched eggs in batch 1","216","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-07_1_m1","Cr43-07","Number of hatched eggs in batch 2","1","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-08_1_m1","Cr43-08","Number of hatched eggs in batch 3","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-09_1_m1","Cr43-09","Number of hatched eggs in batch 4","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-10_1_m1","Cr43-10","Number of hatched eggs in batch 5","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-11_1_m1","Cr43-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-12_1_m1","Cr43-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-13_1_m1","Cr43-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-14_1_m1","Cr43-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-15_1_m1","Cr43-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr43-16_1_m2","Cr43-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-18_1_m1","Cr44-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-18_1_m2","Cr44-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-02_1_m1","Cr44-02","Mass (PATO:0000125) after 14 days of abstinence","1.2485","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-01_1_m1","Cr44-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.8655","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-02_1_m2","Cr44-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.383","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m1","Cr44-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-17_1_m1","Cr44-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m2","Cr44-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-03_1_m1","Cr44-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.0279","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m3","Cr44-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.3257","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m4","Cr44-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.006646939","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m5","Cr44-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0573","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m6","Cr44-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.000909524","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m7","Cr44-05","Adult (EFO:0001272) lifespan (APO:0000030)","63","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-05_1_m8","Cr44-05","Reproductive life span (VT:0015036)","49","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-16_1_m1","Cr44-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","48","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-04_1_m1","Cr44-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","48","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-06_1_m1","Cr44-06","Number of hatched eggs in batch 1","45","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-07_1_m1","Cr44-07","Number of hatched eggs in batch 2","3","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-08_1_m1","Cr44-08","Number of hatched eggs in batch 3","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-09_1_m1","Cr44-09","Number of hatched eggs in batch 4","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-10_1_m1","Cr44-10","Number of hatched eggs in batch 5","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-11_1_m1","Cr44-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-12_1_m1","Cr44-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-13_1_m1","Cr44-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-14_1_m1","Cr44-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-15_1_m1","Cr44-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr44-16_1_m2","Cr44-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-18_1_m1","Cr45-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-18_1_m2","Cr45-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-02_1_m1","Cr45-02","Mass (PATO:0000125) after 14 days of abstinence","1.2544","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-01_1_m1","Cr45-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.7287","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-02_1_m2","Cr45-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.5257","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m1","Cr45-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-17_1_m1","Cr45-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m2","Cr45-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-03_1_m1","Cr45-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.2374","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m3","Cr45-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.6858","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m4","Cr45-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.015948837","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m5","Cr45-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.1601","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m6","Cr45-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.002808772","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m7","Cr45-05","Adult (EFO:0001272) lifespan (APO:0000030)","57","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-05_1_m8","Cr45-05","Reproductive life span (VT:0015036)","43","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-16_1_m1","Cr45-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","469","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-04_1_m1","Cr45-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","451","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-06_1_m1","Cr45-06","Number of hatched eggs in batch 1","255","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-07_1_m1","Cr45-07","Number of hatched eggs in batch 2","43","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-08_1_m1","Cr45-08","Number of hatched eggs in batch 3","108","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-09_1_m1","Cr45-09","Number of hatched eggs in batch 4","47","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-10_1_m1","Cr45-10","Number of hatched eggs in batch 5","13","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-11_1_m1","Cr45-11","Number of hatched eggs in batch 6","3","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-12_1_m1","Cr45-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-13_1_m1","Cr45-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-14_1_m1","Cr45-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-15_1_m1","Cr45-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr45-16_1_m2","Cr45-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-18_1_m1","Cr46-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-18_1_m2","Cr46-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-02_1_m1","Cr46-02","Mass (PATO:0000125) after 14 days of abstinence","1.1136","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-01_1_m1","Cr46-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.7076","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-02_1_m2","Cr46-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.406","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m1","Cr46-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-17_1_m1","Cr46-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m2","Cr46-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-03_1_m1","Cr46-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.1156","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m3","Cr46-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.3745","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m4","Cr46-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.006347458","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m5","Cr46-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0315","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m6","Cr46-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.000431507","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m7","Cr46-05","Adult (EFO:0001272) lifespan (APO:0000030)","73","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-05_1_m8","Cr46-05","Reproductive life span (VT:0015036)","59","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-16_1_m1","Cr46-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","337","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-04_1_m1","Cr46-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","328","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-06_1_m1","Cr46-06","Number of hatched eggs in batch 1","293","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-07_1_m1","Cr46-07","Number of hatched eggs in batch 2","13","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-08_1_m1","Cr46-08","Number of hatched eggs in batch 3","14","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-09_1_m1","Cr46-09","Number of hatched eggs in batch 4","8","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-10_1_m1","Cr46-10","Number of hatched eggs in batch 5","5","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-11_1_m1","Cr46-11","Number of hatched eggs in batch 6","4","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-12_1_m1","Cr46-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-13_1_m1","Cr46-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-14_1_m1","Cr46-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-15_1_m1","Cr46-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr46-16_1_m2","Cr46-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-18_1_m1","Cr47-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-18_1_m2","Cr47-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-02_1_m1","Cr47-02","Mass (PATO:0000125) after 14 days of abstinence","1.2731","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-01_1_m1","Cr47-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9107","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-02_1_m2","Cr47-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.3624","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m1","Cr47-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-17_1_m1","Cr47-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m2","Cr47-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-03_1_m1","Cr47-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.1901","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m3","Cr47-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.3943","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m4","Cr47-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.007169091","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m5","Cr47-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.0319","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m6","Cr47-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.000462319","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m7","Cr47-05","Adult (EFO:0001272) lifespan (APO:0000030)","69","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-05_1_m8","Cr47-05","Reproductive life span (VT:0015036)","55","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-16_1_m1","Cr47-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","448","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-04_1_m1","Cr47-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","438","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-06_1_m1","Cr47-06","Number of hatched eggs in batch 1","349","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-07_1_m1","Cr47-07","Number of hatched eggs in batch 2","29","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-08_1_m1","Cr47-08","Number of hatched eggs in batch 3","32","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-09_1_m1","Cr47-09","Number of hatched eggs in batch 4","35","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-10_1_m1","Cr47-10","Number of hatched eggs in batch 5","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-11_1_m1","Cr47-11","Number of hatched eggs in batch 6","2","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-12_1_m1","Cr47-12","Number of hatched eggs in batch 7","1","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-13_1_m1","Cr47-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-14_1_m1","Cr47-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-15_1_m1","Cr47-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr47-16_1_m2","Cr47-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-18_1_m1","Cr48-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-18_1_m2","Cr48-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-02_1_m1","Cr48-02","Mass (PATO:0000125) after 14 days of abstinence","1.258","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-01_1_m1","Cr48-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9408","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-02_1_m2","Cr48-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.3172","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m1","Cr48-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-17_1_m1","Cr48-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m2","Cr48-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-03_1_m1","Cr48-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.1053","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m3","Cr48-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.4994","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m4","Cr48-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.014688235","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m5","Cr48-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.1822","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m6","Cr48-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.003795833","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m7","Cr48-05","Adult (EFO:0001272) lifespan (APO:0000030)","48","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-05_1_m8","Cr48-05","Reproductive life span (VT:0015036)","34","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-16_1_m1","Cr48-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","370","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-04_1_m1","Cr48-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","359","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-06_1_m1","Cr48-06","Number of hatched eggs in batch 1","313","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-07_1_m1","Cr48-07","Number of hatched eggs in batch 2","9","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-08_1_m1","Cr48-08","Number of hatched eggs in batch 3","23","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-09_1_m1","Cr48-09","Number of hatched eggs in batch 4","15","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-10_1_m1","Cr48-10","Number of hatched eggs in batch 5","10","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-11_1_m1","Cr48-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-12_1_m1","Cr48-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-13_1_m1","Cr48-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-14_1_m1","Cr48-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-15_1_m1","Cr48-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr48-16_1_m2","Cr48-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-18_1_m1","Cr49-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-18_1_m2","Cr49-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-02_1_m1","Cr49-02","Mass (PATO:0000125) after 14 days of abstinence","1.203","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-01_1_m1","Cr49-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9366","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-02_1_m2","Cr49-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.2664","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m1","Cr49-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-17_1_m1","Cr49-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m2","Cr49-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-03_1_m1","Cr49-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","0.0325","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m3","Cr49-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.2574","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m4","Cr49-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.0053625","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m5","Cr49-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.009","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m6","Cr49-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.000145161","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m7","Cr49-05","Adult (EFO:0001272) lifespan (APO:0000030)","62","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-05_1_m8","Cr49-05","Reproductive life span (VT:0015036)","48","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-16_1_m1","Cr49-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","127","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr49-04_1_m1","Cr49-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","127","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
